employee_id,first_name,last_name,email,phone,position,hourly_wage,shift_date,shift_start_time,shift_end_time
128,Steven,Markle,smarkle@abcfoodmart.com,650-124-1434,SH_CLERK,$15.00,2023-08-17,20:37:00,04:37:00
129,Laura,Bissot,lbissot@abcfoodmart.com,650-124-5234,SH_CLERK,$15.00,2023-04-21,06:24:00,14:24:00
130,Mozhe,Atkinson,matkinso@abcfoodmart.com,650-124-6234,SH_CLERK,$15.00,2023-02-13,12:23:00,20:23:00
131,James,Marlow,jamrlow@abcfoodmart.com,650-124-7234,SH_CLERK,$15.00,2023-11-03,11:18:00,19:18:00
132,TJ,Olson,tjolson@abcfoodmart.com,650-124-8234,SH_CLERK,$15.00,2023-03-06,07:36:00,15:36:00
133,Jason,Mallin,jmallin@abcfoodmart.com,650-127-1934,SH_CLERK,$15.00,2023-03-17,03:10:00,11:10:00
134,Michael,Rogers,mrogers@abcfoodmart.com,650-127-1834,SH_CLERK,$15.00,2023-07-23,12:03:00,20:03:00
135,Ki,Gee,kgee@abcfoodmart.com,650-127-1734,SH_CLERK,$15.00,2023-01-09,13:12:00,21:12:00
136,Hazel,Philtanker,hphiltan@abcfoodmart.com,650-127-1634,SH_CLERK,$15.00,2023-01-02,10:06:00,18:06:00
137,Renske,Ladwig,rladwig@abcfoodmart.com,650-121-1234,SH_CLERK,$15.00,2023-11-27,17:08:00,01:08:00
138,Stephen,Stiles,sstiles@abcfoodmart.com,650-121-2034,SH_CLERK,$15.00,2023-08-09,08:39:00,16:39:00
139,John,Seo,jseo@abcfoodmart.com,650-121-2019,SH_CLERK,$15.00,2023-01-14,13:04:00,21:04:00
140,Joshua,Patel,jpatel@abcfoodmart.com,650-121-1834,SH_CLERK,$15.00,2023-05-08,23:05:00,07:05:00
198,Donald,OConnell,doconnel@abcfoodmart.com,650-507-9833,SH_CLERK,$15.00,2023-09-06,07:13:00,15:13:00
199,Douglas,Grant,dgrant@abcfoodmart.com,650-507-9844,SH_CLERK,$15.00,2023-03-31,11:32:00,19:32:00
200,Jennifer,Whalen,jwhalen@abcfoodmart.com,515-123-4444,AD_ASST,$18.50,2023-02-21,07:23:00,15:23:00
201,Michael,Hartstein,mhartste@abcfoodmart.com,515-123-5555,MK_MAN,$25.00,2023-01-04,00:11:00,08:11:00
202,Pat,Fay,pfay@abcfoodmart.com,603-123-6666,MK_REP,$20.00,2023-01-16,17:40:00,01:40:00
203,Susan,Mavris,smavris@abcfoodmart.com,515-123-7777,HR_REP,$22.50,2023-11-28,23:38:00,07:38:00
204,Hermann,Baer,hbaer@abcfoodmart.com,515-123-8888,PR_REP,$21.00,2023-05-21,10:29:00,18:29:00
205,Shelley,Higgins,shiggins@abcfoodmart.com,515-123-8080,AC_MGR,$28.00,2023-06-28,22:58:00,06:58:00
206,William,Gietz,wgietz@abcfoodmart.com,515-123-8181,AC_ACCOUNT,$19.50,2023-04-20,02:00:00,10:00:00
100,Steven,King,sking@abcfoodmart.com,515-123-4567,AD_PRES,$35.00,2023-11-09,02:30:00,10:30:00
101,Neena,Kochhar,nkochhar@abcfoodmart.com,515-123-4568,AD_VP,$32.50,2023-10-17,10:20:00,18:20:00
102,Lex,De Haan,ldehaan@abcfoodmart.com,515-123-4569,AD_VP,$32.50,2023-11-30,21:17:00,05:17:00
103,Alexander,Hunold,ahunold@abcfoodmart.com,590-423-4567,IT_PROG,$24.00,2023-11-20,11:34:00,19:34:00
104,Bruce,Ernst,bernst@abcfoodmart.com,590-423-4568,IT_PROG,$24.00,2023-04-22,20:25:00,04:25:00
105,David,Austin,daustin@abcfoodmart.com,590-423-4569,IT_PROG,$24.00,2023-08-15,23:17:00,07:17:00
106,Valli,Pataballa,vpatabal@abcfoodmart.com,590-423-4560,IT_PROG,$24.00,2023-04-02,17:51:00,01:51:00
107,Diana,Lorentz,dlorentz@abcfoodmart.com,590-423-5567,IT_PROG,$24.00,2023-09-07,20:03:00,04:03:00
108,Nancy,Greenberg,ngreenbe@abcfoodmart.com,515-124-4569,FI_MGR,$30.00,2023-02-06,18:19:00,02:19:00
109,Daniel,Faviet,dfaviet@abcfoodmart.com,515-124-4169,FI_ACCOUNT,$20.50,2023-02-28,23:20:00,07:20:00
110,John,Chen,jchen@abcfoodmart.com,515-124-4269,FI_ACCOUNT,$20.50,2023-07-08,22:21:00,06:21:00
111,Ismael,Sciarra,isciarra@abcfoodmart.com,515-124-4369,FI_ACCOUNT,$20.50,2023-04-13,15:10:00,23:10:00
112,Jose Manuel,Urman,jmurman@abcfoodmart.com,515-124-4469,FI_ACCOUNT,$20.50,2023-04-07,01:08:00,09:08:00
113,Luis,Popp,lpopp@abcfoodmart.com,515-124-4567,FI_ACCOUNT,$20.50,2023-10-20,08:57:00,16:57:00
114,Den,Raphaely,drapheal@abcfoodmart.com,515-127-4561,PU_MAN,$26.00,2023-10-08,17:53:00,01:53:00
115,Alexander,Khoo,akhoo@abcfoodmart.com,515-127-4562,PU_CLERK,$17.00,2023-06-19,05:13:00,13:13:00
116,Shelli,Baida,sbaida@abcfoodmart.com,515-127-4563,PU_CLERK,$17.00,2023-09-10,03:13:00,11:13:00
117,Sigal,Tobias,stobias@abcfoodmart.com,515-127-4564,PU_CLERK,$17.00,2023-06-02,05:30:00,13:30:00
118,Guy,Himuro,ghimuro@abcfoodmart.com,515-127-4565,PU_CLERK,$17.00,2023-02-06,14:08:00,22:08:00
119,Karen,Colmenares,kcolmena@abcfoodmart.com,515-127-4566,PU_CLERK,$17.00,2023-05-11,17:14:00,01:14:00
120,Matthew,Weiss,mweiss@abcfoodmart.com,650-123-1234,ST_MAN,$27.00,2023-09-06,06:12:00,14:12:00
121,Adam,Fripp,afripp@abcfoodmart.com,650-123-2234,ST_MAN,$27.00,2023-01-25,06:34:00,14:34:00
122,Payam,Kaufling,pkauflin@abcfoodmart.com,650-123-3234,ST_MAN,$27.00,2023-08-25,18:29:00,02:29:00
123,Shanta,Vollman,svollman@abcfoodmart.com,650-123-4234,ST_MAN,$27.00,2023-02-24,20:33:00,04:33:00
124,Kevin,Mourgos,kmourgos@abcfoodmart.com,650-123-5234,ST_MAN,$27.00,2023-06-12,04:00:00,12:00:00
125,Julia,Nayer,jnayer@abcfoodmart.com,650-124-1214,SH_CLERK,$15.00,2023-06-12,09:15:00,17:15:00
126,Irene,Mikkilineni,imikkili@abcfoodmart.com,650-124-1224,SH_CLERK,$15.00,2023-06-11,16:48:00,00:48:00
127,James,Landry,jlandry@abcfoodmart.com,650-124-1334,SH_CLERK,$15.00,2023-08-05,01:26:00,09:26:00
128,Steven,Markle,smarkle@abcfoodmart.com,650-124-1434,SH_CLERK,$15.00,2023-10-17,13:03:00,21:03:00
129,Laura,Bissot,lbissot@abcfoodmart.com,650-124-5234,SH_CLERK,$15.00,2023-05-22,20:55:00,04:55:00
130,Mozhe,Atkinson,matkinso@abcfoodmart.com,650-124-6234,SH_CLERK,$15.00,2023-09-07,05:47:00,13:47:00
131,James,Marlow,jamrlow@abcfoodmart.com,650-124-7234,SH_CLERK,$15.00,2023-10-02,19:44:00,03:44:00
132,TJ,Olson,tjolson@abcfoodmart.com,650-124-8234,SH_CLERK,$15.00,2023-10-14,12:48:00,20:48:00
133,Jason,Mallin,jmallin@abcfoodmart.com,650-127-1934,SH_CLERK,$15.00,2023-01-28,11:07:00,19:07:00
134,Michael,Rogers,mrogers@abcfoodmart.com,650-127-1834,SH_CLERK,$15.00,2023-11-19,15:43:00,23:43:00
135,Ki,Gee,kgee@abcfoodmart.com,650-127-1734,SH_CLERK,$15.00,2023-07-20,06:05:00,14:05:00
136,Hazel,Philtanker,hphiltan@abcfoodmart.com,650-127-1634,SH_CLERK,$15.00,2023-05-21,08:25:00,16:25:00
137,Renske,Ladwig,rladwig@abcfoodmart.com,650-121-1234,SH_CLERK,$15.00,2023-09-15,05:30:00,13:30:00
138,Stephen,Stiles,sstiles@abcfoodmart.com,650-121-2034,SH_CLERK,$15.00,2023-07-28,02:09:00,10:09:00
139,John,Seo,jseo@abcfoodmart.com,650-121-2019,SH_CLERK,$15.00,2023-03-20,11:04:00,19:04:00
140,Joshua,Patel,jpatel@abcfoodmart.com,650-121-1834,SH_CLERK,$15.00,2023-04-27,16:28:00,00:28:00
198,Donald,OConnell,doconnel@abcfoodmart.com,650-507-9833,SH_CLERK,$15.00,2023-05-10,19:50:00,03:50:00
199,Douglas,Grant,dgrant@abcfoodmart.com,650-507-9844,SH_CLERK,$15.00,2023-05-29,13:43:00,21:43:00
200,Jennifer,Whalen,jwhalen@abcfoodmart.com,515-123-4444,AD_ASST,$18.50,2023-06-14,17:16:00,01:16:00
201,Michael,Hartstein,mhartste@abcfoodmart.com,515-123-5555,MK_MAN,$25.00,2023-11-19,08:34:00,16:34:00
202,Pat,Fay,pfay@abcfoodmart.com,603-123-6666,MK_REP,$20.00,2023-11-25,20:43:00,04:43:00
203,Susan,Mavris,smavris@abcfoodmart.com,515-123-7777,HR_REP,$22.50,2023-05-13,14:07:00,22:07:00
204,Hermann,Baer,hbaer@abcfoodmart.com,515-123-8888,PR_REP,$21.00,2023-05-20,14:47:00,22:47:00
205,Shelley,Higgins,shiggins@abcfoodmart.com,515-123-8080,AC_MGR,$28.00,2023-04-12,09:55:00,17:55:00
206,William,Gietz,wgietz@abcfoodmart.com,515-123-8181,AC_ACCOUNT,$19.50,2023-10-16,04:11:00,12:11:00
100,Steven,King,sking@abcfoodmart.com,515-123-4567,AD_PRES,$35.00,2023-05-03,05:23:00,13:23:00
101,Neena,Kochhar,nkochhar@abcfoodmart.com,515-123-4568,AD_VP,$32.50,2023-08-13,00:54:00,08:54:00
102,Lex,De Haan,ldehaan@abcfoodmart.com,515-123-4569,AD_VP,$32.50,2023-09-10,15:21:00,23:21:00
103,Alexander,Hunold,ahunold@abcfoodmart.com,590-423-4567,IT_PROG,$24.00,2023-10-05,20:22:00,04:22:00
104,Bruce,Ernst,bernst@abcfoodmart.com,590-423-4568,IT_PROG,$24.00,2023-06-03,14:35:00,22:35:00
105,David,Austin,daustin@abcfoodmart.com,590-423-4569,IT_PROG,$24.00,2023-08-30,16:58:00,00:58:00
106,Valli,Pataballa,vpatabal@abcfoodmart.com,590-423-4560,IT_PROG,$24.00,2023-03-23,01:57:00,09:57:00
107,Diana,Lorentz,dlorentz@abcfoodmart.com,590-423-5567,IT_PROG,$24.00,2023-02-24,10:27:00,18:27:00
108,Nancy,Greenberg,ngreenbe@abcfoodmart.com,515-124-4569,FI_MGR,$30.00,2023-04-25,03:28:00,11:28:00
109,Daniel,Faviet,dfaviet@abcfoodmart.com,515-124-4169,FI_ACCOUNT,$20.50,2023-05-15,11:18:00,19:18:00
110,John,Chen,jchen@abcfoodmart.com,515-124-4269,FI_ACCOUNT,$20.50,2023-10-04,11:42:00,19:42:00
111,Ismael,Sciarra,isciarra@abcfoodmart.com,515-124-4369,FI_ACCOUNT,$20.50,2023-01-17,08:31:00,16:31:00
112,Jose Manuel,Urman,jmurman@abcfoodmart.com,515-124-4469,FI_ACCOUNT,$20.50,2023-08-08,17:38:00,01:38:00
113,Luis,Popp,lpopp@abcfoodmart.com,515-124-4567,FI_ACCOUNT,$20.50,2023-09-18,20:05:00,04:05:00
114,Den,Raphaely,drapheal@abcfoodmart.com,515-127-4561,PU_MAN,$26.00,2023-04-14,02:26:00,10:26:00
115,Alexander,Khoo,akhoo@abcfoodmart.com,515-127-4562,PU_CLERK,$17.00,2023-03-19,06:58:00,14:58:00
116,Shelli,Baida,sbaida@abcfoodmart.com,515-127-4563,PU_CLERK,$17.00,2023-10-25,01:51:00,09:51:00
117,Sigal,Tobias,stobias@abcfoodmart.com,515-127-4564,PU_CLERK,$17.00,2023-02-23,21:29:00,05:29:00
118,Guy,Himuro,ghimuro@abcfoodmart.com,515-127-4565,PU_CLERK,$17.00,2023-07-09,17:14:00,01:14:00
119,Karen,Colmenares,kcolmena@abcfoodmart.com,515-127-4566,PU_CLERK,$17.00,2023-04-13,21:11:00,05:11:00
120,Matthew,Weiss,mweiss@abcfoodmart.com,650-123-1234,ST_MAN,$27.00,2023-07-22,23:43:00,07:43:00
121,Adam,Fripp,afripp@abcfoodmart.com,650-123-2234,ST_MAN,$27.00,2023-08-18,14:19:00,22:19:00
122,Payam,Kaufling,pkauflin@abcfoodmart.com,650-123-3234,ST_MAN,$27.00,2023-09-19,21:18:00,05:18:00
123,Shanta,Vollman,svollman@abcfoodmart.com,650-123-4234,ST_MAN,$27.00,2023-07-27,21:59:00,05:59:00
124,Kevin,Mourgos,kmourgos@abcfoodmart.com,650-123-5234,ST_MAN,$27.00,2023-04-07,06:34:00,14:34:00
125,Julia,Nayer,jnayer@abcfoodmart.com,650-124-1214,SH_CLERK,$15.00,2023-01-09,03:40:00,11:40:00
126,Irene,Mikkilineni,imikkili@abcfoodmart.com,650-124-1224,SH_CLERK,$15.00,2023-09-18,01:43:00,09:43:00
127,James,Landry,jlandry@abcfoodmart.com,650-124-1334,SH_CLERK,$15.00,2023-10-24,02:05:00,10:05:00
128,Steven,Markle,smarkle@abcfoodmart.com,650-124-1434,SH_CLERK,$15.00,2023-06-13,02:03:00,10:03:00
129,Laura,Bissot,lbissot@abcfoodmart.com,650-124-5234,SH_CLERK,$15.00,2023-03-23,11:06:00,19:06:00
130,Mozhe,Atkinson,matkinso@abcfoodmart.com,650-124-6234,SH_CLERK,$15.00,2023-04-20,10:02:00,18:02:00
131,James,Marlow,jamrlow@abcfoodmart.com,650-124-7234,SH_CLERK,$15.00,2023-06-13,12:10:00,20:10:00
132,TJ,Olson,tjolson@abcfoodmart.com,650-124-8234,SH_CLERK,$15.00,2023-04-27,20:00:00,04:00:00
133,Jason,Mallin,jmallin@abcfoodmart.com,650-127-1934,SH_CLERK,$15.00,2023-11-28,06:50:00,14:50:00
134,Michael,Rogers,mrogers@abcfoodmart.com,650-127-1834,SH_CLERK,$15.00,2023-09-26,16:11:00,00:11:00
135,Ki,Gee,kgee@abcfoodmart.com,650-127-1734,SH_CLERK,$15.00,2023-01-23,05:28:00,13:28:00
136,Hazel,Philtanker,hphiltan@abcfoodmart.com,650-127-1634,SH_CLERK,$15.00,2023-02-01,09:24:00,17:24:00
137,Renske,Ladwig,rladwig@abcfoodmart.com,650-121-1234,SH_CLERK,$15.00,2023-01-08,14:36:00,22:36:00
138,Stephen,Stiles,sstiles@abcfoodmart.com,650-121-2034,SH_CLERK,$15.00,2023-03-28,19:33:00,03:33:00
139,John,Seo,jseo@abcfoodmart.com,650-121-2019,SH_CLERK,$15.00,2023-04-16,19:00:00,03:00:00
140,Joshua,Patel,jpatel@abcfoodmart.com,650-121-1834,SH_CLERK,$15.00,2023-02-08,14:04:00,22:04:00
198,Donald,OConnell,doconnel@abcfoodmart.com,650-507-9833,SH_CLERK,$15.00,2023-09-13,04:50:00,12:50:00
199,Douglas,Grant,dgrant@abcfoodmart.com,650-507-9844,SH_CLERK,$15.00,2023-01-13,21:41:00,05:41:00
200,Jennifer,Whalen,jwhalen@abcfoodmart.com,515-123-4444,AD_ASST,$18.50,2023-08-05,23:47:00,07:47:00
201,Michael,Hartstein,mhartste@abcfoodmart.com,515-123-5555,MK_MAN,$25.00,2023-08-04,20:29:00,04:29:00
202,Pat,Fay,pfay@abcfoodmart.com,603-123-6666,MK_REP,$20.00,2023-01-29,06:57:00,14:57:00
203,Susan,Mavris,smavris@abcfoodmart.com,515-123-7777,HR_REP,$22.50,2023-10-15,11:36:00,19:36:00
204,Hermann,Baer,hbaer@abcfoodmart.com,515-123-8888,PR_REP,$21.00,2023-04-17,08:00:00,16:00:00
205,Shelley,Higgins,shiggins@abcfoodmart.com,515-123-8080,AC_MGR,$28.00,2023-09-30,17:38:00,01:38:00
206,William,Gietz,wgietz@abcfoodmart.com,515-123-8181,AC_ACCOUNT,$19.50,2023-08-22,18:33:00,02:33:00
100,Steven,King,sking@abcfoodmart.com,515-123-4567,AD_PRES,$35.00,2023-05-02,08:18:00,16:18:00
101,Neena,Kochhar,nkochhar@abcfoodmart.com,515-123-4568,AD_VP,$32.50,2023-05-09,12:57:00,20:57:00
102,Lex,De Haan,ldehaan@abcfoodmart.com,515-123-4569,AD_VP,$32.50,2023-07-16,10:48:00,18:48:00
103,Alexander,Hunold,ahunold@abcfoodmart.com,590-423-4567,IT_PROG,$24.00,2023-06-03,20:02:00,04:02:00
104,Bruce,Ernst,bernst@abcfoodmart.com,590-423-4568,IT_PROG,$24.00,2023-10-06,06:22:00,14:22:00
105,David,Austin,daustin@abcfoodmart.com,590-423-4569,IT_PROG,$24.00,2023-04-18,10:20:00,18:20:00
106,Valli,Pataballa,vpatabal@abcfoodmart.com,590-423-4560,IT_PROG,$24.00,2023-09-17,11:11:00,19:11:00
107,Diana,Lorentz,dlorentz@abcfoodmart.com,590-423-5567,IT_PROG,$24.00,2023-01-12,03:00:00,11:00:00
108,Nancy,Greenberg,ngreenbe@abcfoodmart.com,515-124-4569,FI_MGR,$30.00,2023-03-20,12:11:00,20:11:00
109,Daniel,Faviet,dfaviet@abcfoodmart.com,515-124-4169,FI_ACCOUNT,$20.50,2023-10-23,00:04:00,08:04:00
110,John,Chen,jchen@abcfoodmart.com,515-124-4269,FI_ACCOUNT,$20.50,2023-01-07,22:04:00,06:04:00
111,Ismael,Sciarra,isciarra@abcfoodmart.com,515-124-4369,FI_ACCOUNT,$20.50,2023-10-13,11:28:00,19:28:00
112,Jose Manuel,Urman,jmurman@abcfoodmart.com,515-124-4469,FI_ACCOUNT,$20.50,2023-04-13,16:39:00,00:39:00
113,Luis,Popp,lpopp@abcfoodmart.com,515-124-4567,FI_ACCOUNT,$20.50,2023-01-30,08:31:00,16:31:00
114,Den,Raphaely,drapheal@abcfoodmart.com,515-127-4561,PU_MAN,$26.00,2023-05-16,00:56:00,08:56:00
115,Alexander,Khoo,akhoo@abcfoodmart.com,515-127-4562,PU_CLERK,$17.00,2023-07-31,06:29:00,14:29:00
116,Shelli,Baida,sbaida@abcfoodmart.com,515-127-4563,PU_CLERK,$17.00,2023-07-07,09:15:00,17:15:00
117,Sigal,Tobias,stobias@abcfoodmart.com,515-127-4564,PU_CLERK,$17.00,2023-07-18,21:43:00,05:43:00
118,Guy,Himuro,ghimuro@abcfoodmart.com,515-127-4565,PU_CLERK,$17.00,2023-11-26,02:08:00,10:08:00
119,Karen,Colmenares,kcolmena@abcfoodmart.com,515-127-4566,PU_CLERK,$17.00,2023-10-11,08:37:00,16:37:00
120,Matthew,Weiss,mweiss@abcfoodmart.com,650-123-1234,ST_MAN,$27.00,2023-02-10,12:50:00,20:50:00
121,Adam,Fripp,afripp@abcfoodmart.com,650-123-2234,ST_MAN,$27.00,2023-11-27,17:54:00,01:54:00
122,Payam,Kaufling,pkauflin@abcfoodmart.com,650-123-3234,ST_MAN,$27.00,2023-04-19,05:12:00,13:12:00
123,Shanta,Vollman,svollman@abcfoodmart.com,650-123-4234,ST_MAN,$27.00,2023-04-13,10:33:00,18:33:00
124,Kevin,Mourgos,kmourgos@abcfoodmart.com,650-123-5234,ST_MAN,$27.00,2023-07-14,05:13:00,13:13:00
125,Julia,Nayer,jnayer@abcfoodmart.com,650-124-1214,SH_CLERK,$15.00,2023-10-14,07:45:00,15:45:00
126,Irene,Mikkilineni,imikkili@abcfoodmart.com,650-124-1224,SH_CLERK,$15.00,2023-03-01,09:39:00,17:39:00
127,James,Landry,jlandry@abcfoodmart.com,650-124-1334,SH_CLERK,$15.00,2023-02-16,18:58:00,02:58:00
128,Steven,Markle,smarkle@abcfoodmart.com,650-124-1434,SH_CLERK,$15.00,2023-07-04,10:53:00,18:53:00
129,Laura,Bissot,lbissot@abcfoodmart.com,650-124-5234,SH_CLERK,$15.00,2023-01-08,17:58:00,01:58:00
130,Mozhe,Atkinson,matkinso@abcfoodmart.com,650-124-6234,SH_CLERK,$15.00,2023-04-05,22:06:00,06:06:00
131,James,Marlow,jamrlow@abcfoodmart.com,650-124-7234,SH_CLERK,$15.00,2023-03-09,13:35:00,21:35:00
132,TJ,Olson,tjolson@abcfoodmart.com,650-124-8234,SH_CLERK,$15.00,2023-05-06,17:39:00,01:39:00
133,Jason,Mallin,jmallin@abcfoodmart.com,650-127-1934,SH_CLERK,$15.00,2023-04-11,16:44:00,00:44:00
134,Michael,Rogers,mrogers@abcfoodmart.com,650-127-1834,SH_CLERK,$15.00,2023-02-07,15:44:00,23:44:00
135,Ki,Gee,kgee@abcfoodmart.com,650-127-1734,SH_CLERK,$15.00,2023-06-16,18:45:00,02:45:00
136,Hazel,Philtanker,hphiltan@abcfoodmart.com,650-127-1634,SH_CLERK,$15.00,2023-09-13,21:21:00,05:21:00
137,Renske,Ladwig,rladwig@abcfoodmart.com,650-121-1234,SH_CLERK,$15.00,2023-05-20,09:58:00,17:58:00
138,Stephen,Stiles,sstiles@abcfoodmart.com,650-121-2034,SH_CLERK,$15.00,2023-06-09,02:50:00,10:50:00
139,John,Seo,jseo@abcfoodmart.com,650-121-2019,SH_CLERK,$15.00,2023-04-21,06:45:00,14:45:00
140,Joshua,Patel,jpatel@abcfoodmart.com,650-121-1834,SH_CLERK,$15.00,2023-11-09,05:21:00,13:21:00
198,Donald,OConnell,doconnel@abcfoodmart.com,650-507-9833,SH_CLERK,$15.00,2023-04-22,22:44:00,06:44:00
199,Douglas,Grant,dgrant@abcfoodmart.com,650-507-9844,SH_CLERK,$15.00,2023-08-15,03:32:00,11:32:00
200,Jennifer,Whalen,jwhalen@abcfoodmart.com,515-123-4444,AD_ASST,$18.50,2023-06-05,05:43:00,13:43:00
201,Michael,Hartstein,mhartste@abcfoodmart.com,515-123-5555,MK_MAN,$25.00,2023-08-15,18:49:00,02:49:00
202,Pat,Fay,pfay@abcfoodmart.com,603-123-6666,MK_REP,$20.00,2023-01-18,20:01:00,04:01:00
203,Susan,Mavris,smavris@abcfoodmart.com,515-123-7777,HR_REP,$22.50,2023-05-20,19:13:00,03:13:00
204,Hermann,Baer,hbaer@abcfoodmart.com,515-123-8888,PR_REP,$21.00,2023-10-15,13:50:00,21:50:00
205,Shelley,Higgins,shiggins@abcfoodmart.com,515-123-8080,AC_MGR,$28.00,2023-02-16,21:15:00,05:15:00
206,William,Gietz,wgietz@abcfoodmart.com,515-123-8181,AC_ACCOUNT,$19.50,2023-06-20,02:10:00,10:10:00
100,Steven,King,sking@abcfoodmart.com,515-123-4567,AD_PRES,$35.00,2023-04-28,12:23:00,20:23:00
101,Neena,Kochhar,nkochhar@abcfoodmart.com,515-123-4568,AD_VP,$32.50,2023-02-03,08:37:00,16:37:00
102,Lex,De Haan,ldehaan@abcfoodmart.com,515-123-4569,AD_VP,$32.50,2023-09-12,05:16:00,13:16:00
103,Alexander,Hunold,ahunold@abcfoodmart.com,590-423-4567,IT_PROG,$24.00,2023-09-07,06:29:00,14:29:00
