employee_id,first_name,last_name,email,phone,position,hourly_wage,shift_date,shift_start_time,shift_end_time
116,Shelli,Baida,sbaida@abcfoodmart.com,515-127-4563,PU_CLERK,$17.00,2023-08-26,10:12:00,18:12:00
117,Sigal,Tobias,stobias@abcfoodmart.com,515-127-4564,PU_CLERK,$17.00,2023-05-09,19:00:00,03:00:00
118,Guy,Himuro,ghimuro@abcfoodmart.com,515-127-4565,PU_CLERK,$17.00,2023-10-23,04:45:00,12:45:00
119,Karen,Colmenares,kcolmena@abcfoodmart.com,515-127-4566,PU_CLERK,$17.00,2023-02-26,02:09:00,10:09:00
120,Matthew,Weiss,mweiss@abcfoodmart.com,650-123-1234,ST_MAN,$27.00,2023-08-20,00:05:00,08:05:00
121,Adam,Fripp,afripp@abcfoodmart.com,650-123-2234,ST_MAN,$27.00,2023-05-20,11:29:00,19:29:00
122,Payam,Kaufling,pkauflin@abcfoodmart.com,650-123-3234,ST_MAN,$27.00,2023-10-18,07:30:00,15:30:00
123,Shanta,Vollman,svollman@abcfoodmart.com,650-123-4234,ST_MAN,$27.00,2023-09-18,00:44:00,08:44:00
124,Kevin,Mourgos,kmourgos@abcfoodmart.com,650-123-5234,ST_MAN,$27.00,2023-08-04,13:36:00,21:36:00
125,Julia,Nayer,jnayer@abcfoodmart.com,650-124-1214,SH_CLERK,$15.00,2023-07-12,08:52:00,16:52:00
126,Irene,Mikkilineni,imikkili@abcfoodmart.com,650-124-1224,SH_CLERK,$15.00,2023-07-16,01:17:00,09:17:00
127,James,Landry,jlandry@abcfoodmart.com,650-124-1334,SH_CLERK,$15.00,2023-11-04,19:42:00,03:42:00
128,Steven,Markle,smarkle@abcfoodmart.com,650-124-1434,SH_CLERK,$15.00,2023-11-23,08:40:00,16:40:00
129,Laura,Bissot,lbissot@abcfoodmart.com,650-124-5234,SH_CLERK,$15.00,2023-03-16,18:32:00,02:32:00
130,Mozhe,Atkinson,matkinso@abcfoodmart.com,650-124-6234,SH_CLERK,$15.00,2023-02-23,22:16:00,06:16:00
131,James,Marlow,jamrlow@abcfoodmart.com,650-124-7234,SH_CLERK,$15.00,2023-06-27,19:00:00,03:00:00
132,TJ,Olson,tjolson@abcfoodmart.com,650-124-8234,SH_CLERK,$15.00,2023-11-06,08:03:00,16:03:00
133,Jason,Mallin,jmallin@abcfoodmart.com,650-127-1934,SH_CLERK,$15.00,2023-05-03,17:11:00,01:11:00
134,Michael,Rogers,mrogers@abcfoodmart.com,650-127-1834,SH_CLERK,$15.00,2023-10-20,03:47:00,11:47:00
135,Ki,Gee,kgee@abcfoodmart.com,650-127-1734,SH_CLERK,$15.00,2023-06-01,05:52:00,13:52:00
136,Hazel,Philtanker,hphiltan@abcfoodmart.com,650-127-1634,SH_CLERK,$15.00,2023-05-31,09:10:00,17:10:00
137,Renske,Ladwig,rladwig@abcfoodmart.com,650-121-1234,SH_CLERK,$15.00,2023-10-13,18:20:00,02:20:00
138,Stephen,Stiles,sstiles@abcfoodmart.com,650-121-2034,SH_CLERK,$15.00,2023-03-20,20:55:00,04:55:00
139,John,Seo,jseo@abcfoodmart.com,650-121-2019,SH_CLERK,$15.00,2023-11-21,06:54:00,14:54:00
140,Joshua,Patel,jpatel@abcfoodmart.com,650-121-1834,SH_CLERK,$15.00,2023-04-17,09:13:00,17:13:00
198,Donald,OConnell,doconnel@abcfoodmart.com,650-507-9833,SH_CLERK,$15.00,2023-10-18,05:09:00,13:09:00
199,Douglas,Grant,dgrant@abcfoodmart.com,650-507-9844,SH_CLERK,$15.00,2023-09-30,11:27:00,19:27:00
200,Jennifer,Whalen,jwhalen@abcfoodmart.com,515-123-4444,AD_ASST,$18.50,2023-01-30,12:42:00,20:42:00
201,Michael,Hartstein,mhartste@abcfoodmart.com,515-123-5555,MK_MAN,$25.00,2023-03-15,12:02:00,20:02:00
202,Pat,Fay,pfay@abcfoodmart.com,603-123-6666,MK_REP,$20.00,2023-03-25,13:00:00,21:00:00
203,Susan,Mavris,smavris@abcfoodmart.com,515-123-7777,HR_REP,$22.50,2023-07-01,06:56:00,14:56:00
204,Hermann,Baer,hbaer@abcfoodmart.com,515-123-8888,PR_REP,$21.00,2023-02-04,00:36:00,08:36:00
205,Shelley,Higgins,shiggins@abcfoodmart.com,515-123-8080,AC_MGR,$28.00,2023-08-03,07:03:00,15:03:00
206,William,Gietz,wgietz@abcfoodmart.com,515-123-8181,AC_ACCOUNT,$19.50,2023-06-10,01:17:00,09:17:00
100,Steven,King,sking@abcfoodmart.com,515-123-4567,AD_PRES,$35.00,2023-04-24,00:52:00,08:52:00
101,Neena,Kochhar,nkochhar@abcfoodmart.com,515-123-4568,AD_VP,$32.50,2023-10-02,15:06:00,23:06:00
102,Lex,De Haan,ldehaan@abcfoodmart.com,515-123-4569,AD_VP,$32.50,2023-11-27,00:42:00,08:42:00
103,Alexander,Hunold,ahunold@abcfoodmart.com,590-423-4567,IT_PROG,$24.00,2023-02-05,21:12:00,05:12:00
104,Bruce,Ernst,bernst@abcfoodmart.com,590-423-4568,IT_PROG,$24.00,2023-08-29,07:00:00,15:00:00
105,David,Austin,daustin@abcfoodmart.com,590-423-4569,IT_PROG,$24.00,2023-06-05,10:29:00,18:29:00
106,Valli,Pataballa,vpatabal@abcfoodmart.com,590-423-4560,IT_PROG,$24.00,2023-04-24,06:45:00,14:45:00
107,Diana,Lorentz,dlorentz@abcfoodmart.com,590-423-5567,IT_PROG,$24.00,2023-09-10,01:55:00,09:55:00
108,Nancy,Greenberg,ngreenbe@abcfoodmart.com,515-124-4569,FI_MGR,$30.00,2023-01-31,21:50:00,05:50:00
109,Daniel,Faviet,dfaviet@abcfoodmart.com,515-124-4169,FI_ACCOUNT,$20.50,2023-03-25,15:50:00,23:50:00
110,John,Chen,jchen@abcfoodmart.com,515-124-4269,FI_ACCOUNT,$20.50,2023-09-06,12:56:00,20:56:00
111,Ismael,Sciarra,isciarra@abcfoodmart.com,515-124-4369,FI_ACCOUNT,$20.50,2023-06-05,11:49:00,19:49:00
112,Jose Manuel,Urman,jmurman@abcfoodmart.com,515-124-4469,FI_ACCOUNT,$20.50,2023-02-16,10:37:00,18:37:00
113,Luis,Popp,lpopp@abcfoodmart.com,515-124-4567,FI_ACCOUNT,$20.50,2023-09-08,23:00:00,07:00:00
114,Den,Raphaely,drapheal@abcfoodmart.com,515-127-4561,PU_MAN,$26.00,2023-08-15,20:59:00,04:59:00
115,Alexander,Khoo,akhoo@abcfoodmart.com,515-127-4562,PU_CLERK,$17.00,2023-02-07,15:03:00,23:03:00
116,Shelli,Baida,sbaida@abcfoodmart.com,515-127-4563,PU_CLERK,$17.00,2023-10-28,23:40:00,07:40:00
117,Sigal,Tobias,stobias@abcfoodmart.com,515-127-4564,PU_CLERK,$17.00,2023-09-09,20:40:00,04:40:00
118,Guy,Himuro,ghimuro@abcfoodmart.com,515-127-4565,PU_CLERK,$17.00,2023-05-24,11:29:00,19:29:00
119,Karen,Colmenares,kcolmena@abcfoodmart.com,515-127-4566,PU_CLERK,$17.00,2023-03-25,06:01:00,14:01:00
120,Matthew,Weiss,mweiss@abcfoodmart.com,650-123-1234,ST_MAN,$27.00,2023-01-15,12:03:00,20:03:00
121,Adam,Fripp,afripp@abcfoodmart.com,650-123-2234,ST_MAN,$27.00,2023-09-09,09:32:00,17:32:00
122,Payam,Kaufling,pkauflin@abcfoodmart.com,650-123-3234,ST_MAN,$27.00,2023-09-24,05:48:00,13:48:00
123,Shanta,Vollman,svollman@abcfoodmart.com,650-123-4234,ST_MAN,$27.00,2023-03-14,07:17:00,15:17:00
124,Kevin,Mourgos,kmourgos@abcfoodmart.com,650-123-5234,ST_MAN,$27.00,2023-10-16,10:12:00,18:12:00
125,Julia,Nayer,jnayer@abcfoodmart.com,650-124-1214,SH_CLERK,$15.00,2023-03-06,01:07:00,09:07:00
126,Irene,Mikkilineni,imikkili@abcfoodmart.com,650-124-1224,SH_CLERK,$15.00,2023-05-24,12:25:00,20:25:00
127,James,Landry,jlandry@abcfoodmart.com,650-124-1334,SH_CLERK,$15.00,2023-07-20,16:25:00,00:25:00
128,Steven,Markle,smarkle@abcfoodmart.com,650-124-1434,SH_CLERK,$15.00,2023-11-05,13:06:00,21:06:00
129,Laura,Bissot,lbissot@abcfoodmart.com,650-124-5234,SH_CLERK,$15.00,2023-10-27,12:48:00,20:48:00
130,Mozhe,Atkinson,matkinso@abcfoodmart.com,650-124-6234,SH_CLERK,$15.00,2023-05-18,23:03:00,07:03:00
131,James,Marlow,jamrlow@abcfoodmart.com,650-124-7234,SH_CLERK,$15.00,2023-01-28,11:43:00,19:43:00
132,TJ,Olson,tjolson@abcfoodmart.com,650-124-8234,SH_CLERK,$15.00,2023-09-21,05:16:00,13:16:00
133,Jason,Mallin,jmallin@abcfoodmart.com,650-127-1934,SH_CLERK,$15.00,2023-07-19,18:10:00,02:10:00
134,Michael,Rogers,mrogers@abcfoodmart.com,650-127-1834,SH_CLERK,$15.00,2023-07-08,22:33:00,06:33:00
135,Ki,Gee,kgee@abcfoodmart.com,650-127-1734,SH_CLERK,$15.00,2023-04-01,11:27:00,19:27:00
136,Hazel,Philtanker,hphiltan@abcfoodmart.com,650-127-1634,SH_CLERK,$15.00,2023-08-13,21:28:00,05:28:00
137,Renske,Ladwig,rladwig@abcfoodmart.com,650-121-1234,SH_CLERK,$15.00,2023-03-22,00:01:00,08:01:00
138,Stephen,Stiles,sstiles@abcfoodmart.com,650-121-2034,SH_CLERK,$15.00,2023-05-28,08:36:00,16:36:00
139,John,Seo,jseo@abcfoodmart.com,650-121-2019,SH_CLERK,$15.00,2023-03-27,05:26:00,13:26:00
140,Joshua,Patel,jpatel@abcfoodmart.com,650-121-1834,SH_CLERK,$15.00,2023-04-25,23:04:00,07:04:00
198,Donald,OConnell,doconnel@abcfoodmart.com,650-507-9833,SH_CLERK,$15.00,2023-08-28,19:25:00,03:25:00
199,Douglas,Grant,dgrant@abcfoodmart.com,650-507-9844,SH_CLERK,$15.00,2023-11-17,17:27:00,01:27:00
200,Jennifer,Whalen,jwhalen@abcfoodmart.com,515-123-4444,AD_ASST,$18.50,2023-03-01,16:25:00,00:25:00
201,Michael,Hartstein,mhartste@abcfoodmart.com,515-123-5555,MK_MAN,$25.00,2023-02-28,14:42:00,22:42:00
202,Pat,Fay,pfay@abcfoodmart.com,603-123-6666,MK_REP,$20.00,2023-07-23,22:05:00,06:05:00
203,Susan,Mavris,smavris@abcfoodmart.com,515-123-7777,HR_REP,$22.50,2023-10-08,03:06:00,11:06:00
204,Hermann,Baer,hbaer@abcfoodmart.com,515-123-8888,PR_REP,$21.00,2023-02-20,03:57:00,11:57:00
205,Shelley,Higgins,shiggins@abcfoodmart.com,515-123-8080,AC_MGR,$28.00,2023-05-14,22:09:00,06:09:00
206,William,Gietz,wgietz@abcfoodmart.com,515-123-8181,AC_ACCOUNT,$19.50,2023-07-18,07:41:00,15:41:00
100,Steven,King,sking@abcfoodmart.com,515-123-4567,AD_PRES,$35.00,2023-05-04,12:55:00,20:55:00
101,Neena,Kochhar,nkochhar@abcfoodmart.com,515-123-4568,AD_VP,$32.50,2023-07-04,10:05:00,18:05:00
102,Lex,De Haan,ldehaan@abcfoodmart.com,515-123-4569,AD_VP,$32.50,2023-07-03,16:27:00,00:27:00
103,Alexander,Hunold,ahunold@abcfoodmart.com,590-423-4567,IT_PROG,$24.00,2023-03-13,11:25:00,19:25:00
104,Bruce,Ernst,bernst@abcfoodmart.com,590-423-4568,IT_PROG,$24.00,2023-06-11,21:12:00,05:12:00
105,David,Austin,daustin@abcfoodmart.com,590-423-4569,IT_PROG,$24.00,2023-07-24,00:34:00,08:34:00
106,Valli,Pataballa,vpatabal@abcfoodmart.com,590-423-4560,IT_PROG,$24.00,2023-08-24,20:15:00,04:15:00
107,Diana,Lorentz,dlorentz@abcfoodmart.com,590-423-5567,IT_PROG,$24.00,2023-08-09,11:46:00,19:46:00
108,Nancy,Greenberg,ngreenbe@abcfoodmart.com,515-124-4569,FI_MGR,$30.00,2023-11-07,10:21:00,18:21:00
109,Daniel,Faviet,dfaviet@abcfoodmart.com,515-124-4169,FI_ACCOUNT,$20.50,2023-04-28,18:35:00,02:35:00
110,John,Chen,jchen@abcfoodmart.com,515-124-4269,FI_ACCOUNT,$20.50,2023-06-15,20:50:00,04:50:00
111,Ismael,Sciarra,isciarra@abcfoodmart.com,515-124-4369,FI_ACCOUNT,$20.50,2023-07-29,01:53:00,09:53:00
112,Jose Manuel,Urman,jmurman@abcfoodmart.com,515-124-4469,FI_ACCOUNT,$20.50,2023-05-07,15:06:00,23:06:00
113,Luis,Popp,lpopp@abcfoodmart.com,515-124-4567,FI_ACCOUNT,$20.50,2023-10-30,18:52:00,02:52:00
114,Den,Raphaely,drapheal@abcfoodmart.com,515-127-4561,PU_MAN,$26.00,2023-07-24,12:58:00,20:58:00
115,Alexander,Khoo,akhoo@abcfoodmart.com,515-127-4562,PU_CLERK,$17.00,2023-05-05,15:26:00,23:26:00
116,Shelli,Baida,sbaida@abcfoodmart.com,515-127-4563,PU_CLERK,$17.00,2023-02-12,20:48:00,04:48:00
117,Sigal,Tobias,stobias@abcfoodmart.com,515-127-4564,PU_CLERK,$17.00,2023-09-08,18:15:00,02:15:00
118,Guy,Himuro,ghimuro@abcfoodmart.com,515-127-4565,PU_CLERK,$17.00,2023-04-14,00:12:00,08:12:00
119,Karen,Colmenares,kcolmena@abcfoodmart.com,515-127-4566,PU_CLERK,$17.00,2023-08-16,00:01:00,08:01:00
120,Matthew,Weiss,mweiss@abcfoodmart.com,650-123-1234,ST_MAN,$27.00,2023-06-24,02:41:00,10:41:00
121,Adam,Fripp,afripp@abcfoodmart.com,650-123-2234,ST_MAN,$27.00,2023-01-24,19:25:00,03:25:00
122,Payam,Kaufling,pkauflin@abcfoodmart.com,650-123-3234,ST_MAN,$27.00,2023-08-16,06:35:00,14:35:00
123,Shanta,Vollman,svollman@abcfoodmart.com,650-123-4234,ST_MAN,$27.00,2023-09-11,01:03:00,09:03:00
124,Kevin,Mourgos,kmourgos@abcfoodmart.com,650-123-5234,ST_MAN,$27.00,2023-10-17,07:44:00,15:44:00
125,Julia,Nayer,jnayer@abcfoodmart.com,650-124-1214,SH_CLERK,$15.00,2023-08-05,22:04:00,06:04:00
126,Irene,Mikkilineni,imikkili@abcfoodmart.com,650-124-1224,SH_CLERK,$15.00,2023-03-27,02:09:00,10:09:00
127,James,Landry,jlandry@abcfoodmart.com,650-124-1334,SH_CLERK,$15.00,2023-06-09,13:41:00,21:41:00
128,Steven,Markle,smarkle@abcfoodmart.com,650-124-1434,SH_CLERK,$15.00,2023-09-26,23:08:00,07:08:00
129,Laura,Bissot,lbissot@abcfoodmart.com,650-124-5234,SH_CLERK,$15.00,2023-11-27,01:05:00,09:05:00
130,Mozhe,Atkinson,matkinso@abcfoodmart.com,650-124-6234,SH_CLERK,$15.00,2023-04-04,02:44:00,10:44:00
131,James,Marlow,jamrlow@abcfoodmart.com,650-124-7234,SH_CLERK,$15.00,2023-06-25,21:09:00,05:09:00
132,TJ,Olson,tjolson@abcfoodmart.com,650-124-8234,SH_CLERK,$15.00,2023-08-21,12:46:00,20:46:00
133,Jason,Mallin,jmallin@abcfoodmart.com,650-127-1934,SH_CLERK,$15.00,2023-01-24,19:31:00,03:31:00
134,Michael,Rogers,mrogers@abcfoodmart.com,650-127-1834,SH_CLERK,$15.00,2023-08-12,13:06:00,21:06:00
135,Ki,Gee,kgee@abcfoodmart.com,650-127-1734,SH_CLERK,$15.00,2023-06-09,09:12:00,17:12:00
136,Hazel,Philtanker,hphiltan@abcfoodmart.com,650-127-1634,SH_CLERK,$15.00,2023-02-17,09:26:00,17:26:00
137,Renske,Ladwig,rladwig@abcfoodmart.com,650-121-1234,SH_CLERK,$15.00,2023-07-10,13:20:00,21:20:00
138,Stephen,Stiles,sstiles@abcfoodmart.com,650-121-2034,SH_CLERK,$15.00,2023-03-08,06:49:00,14:49:00
139,John,Seo,jseo@abcfoodmart.com,650-121-2019,SH_CLERK,$15.00,2023-11-18,07:02:00,15:02:00
140,Joshua,Patel,jpatel@abcfoodmart.com,650-121-1834,SH_CLERK,$15.00,2023-09-27,18:13:00,02:13:00
198,Donald,OConnell,doconnel@abcfoodmart.com,650-507-9833,SH_CLERK,$15.00,2023-04-02,04:07:00,12:07:00
199,Douglas,Grant,dgrant@abcfoodmart.com,650-507-9844,SH_CLERK,$15.00,2023-06-16,06:27:00,14:27:00
200,Jennifer,Whalen,jwhalen@abcfoodmart.com,515-123-4444,AD_ASST,$18.50,2023-06-20,04:28:00,12:28:00
201,Michael,Hartstein,mhartste@abcfoodmart.com,515-123-5555,MK_MAN,$25.00,2023-02-20,08:18:00,16:18:00
202,Pat,Fay,pfay@abcfoodmart.com,603-123-6666,MK_REP,$20.00,2023-11-12,12:04:00,20:04:00
203,Susan,Mavris,smavris@abcfoodmart.com,515-123-7777,HR_REP,$22.50,2023-01-17,01:36:00,09:36:00
204,Hermann,Baer,hbaer@abcfoodmart.com,515-123-8888,PR_REP,$21.00,2023-06-16,04:22:00,12:22:00
205,Shelley,Higgins,shiggins@abcfoodmart.com,515-123-8080,AC_MGR,$28.00,2023-01-27,20:47:00,04:47:00
206,William,Gietz,wgietz@abcfoodmart.com,515-123-8181,AC_ACCOUNT,$19.50,2023-06-08,01:13:00,09:13:00
100,Steven,King,sking@abcfoodmart.com,515-123-4567,AD_PRES,$35.00,2023-05-14,04:02:00,12:02:00
101,Neena,Kochhar,nkochhar@abcfoodmart.com,515-123-4568,AD_VP,$32.50,2023-03-03,23:12:00,07:12:00
102,Lex,De Haan,ldehaan@abcfoodmart.com,515-123-4569,AD_VP,$32.50,2023-03-15,21:15:00,05:15:00
103,Alexander,Hunold,ahunold@abcfoodmart.com,590-423-4567,IT_PROG,$24.00,2023-07-11,02:03:00,10:03:00
104,Bruce,Ernst,bernst@abcfoodmart.com,590-423-4568,IT_PROG,$24.00,2023-05-23,02:55:00,10:55:00
105,David,Austin,daustin@abcfoodmart.com,590-423-4569,IT_PROG,$24.00,2023-01-27,21:36:00,05:36:00
106,Valli,Pataballa,vpatabal@abcfoodmart.com,590-423-4560,IT_PROG,$24.00,2023-03-20,15:59:00,23:59:00
107,Diana,Lorentz,dlorentz@abcfoodmart.com,590-423-5567,IT_PROG,$24.00,2023-01-21,18:22:00,02:22:00
108,Nancy,Greenberg,ngreenbe@abcfoodmart.com,515-124-4569,FI_MGR,$30.00,2023-06-30,21:11:00,05:11:00
109,Daniel,Faviet,dfaviet@abcfoodmart.com,515-124-4169,FI_ACCOUNT,$20.50,2023-07-31,07:51:00,15:51:00
110,John,Chen,jchen@abcfoodmart.com,515-124-4269,FI_ACCOUNT,$20.50,2023-01-07,20:57:00,04:57:00
111,Ismael,Sciarra,isciarra@abcfoodmart.com,515-124-4369,FI_ACCOUNT,$20.50,2023-01-23,04:59:00,12:59:00
112,Jose Manuel,Urman,jmurman@abcfoodmart.com,515-124-4469,FI_ACCOUNT,$20.50,2023-08-28,01:21:00,09:21:00
113,Luis,Popp,lpopp@abcfoodmart.com,515-124-4567,FI_ACCOUNT,$20.50,2023-11-13,03:03:00,11:03:00
114,Den,Raphaely,drapheal@abcfoodmart.com,515-127-4561,PU_MAN,$26.00,2023-07-17,04:53:00,12:53:00
115,Alexander,Khoo,akhoo@abcfoodmart.com,515-127-4562,PU_CLERK,$17.00,2023-06-17,15:57:00,23:57:00
116,Shelli,Baida,sbaida@abcfoodmart.com,515-127-4563,PU_CLERK,$17.00,2023-09-07,18:09:00,02:09:00
117,Sigal,Tobias,stobias@abcfoodmart.com,515-127-4564,PU_CLERK,$17.00,2023-01-31,13:45:00,21:45:00
118,Guy,Himuro,ghimuro@abcfoodmart.com,515-127-4565,PU_CLERK,$17.00,2023-04-12,03:04:00,11:04:00
119,Karen,Colmenares,kcolmena@abcfoodmart.com,515-127-4566,PU_CLERK,$17.00,2023-10-04,22:50:00,06:50:00
120,Matthew,Weiss,mweiss@abcfoodmart.com,650-123-1234,ST_MAN,$27.00,2023-06-25,03:51:00,11:51:00
121,Adam,Fripp,afripp@abcfoodmart.com,650-123-2234,ST_MAN,$27.00,2023-09-17,10:24:00,18:24:00
122,Payam,Kaufling,pkauflin@abcfoodmart.com,650-123-3234,ST_MAN,$27.00,2023-10-23,05:59:00,13:59:00
123,Shanta,Vollman,svollman@abcfoodmart.com,650-123-4234,ST_MAN,$27.00,2023-01-24,05:54:00,13:54:00
124,Kevin,Mourgos,kmourgos@abcfoodmart.com,650-123-5234,ST_MAN,$27.00,2023-07-28,05:35:00,13:35:00
125,Julia,Nayer,jnayer@abcfoodmart.com,650-124-1214,SH_CLERK,$15.00,2023-08-24,00:25:00,08:25:00
126,Irene,Mikkilineni,imikkili@abcfoodmart.com,650-124-1224,SH_CLERK,$15.00,2023-10-17,16:47:00,00:47:00
127,James,Landry,jlandry@abcfoodmart.com,650-124-1334,SH_CLERK,$15.00,2023-10-13,03:31:00,11:31:00
128,Steven,Markle,smarkle@abcfoodmart.com,650-124-1434,SH_CLERK,$15.00,2023-08-16,00:13:00,08:13:00
129,Laura,Bissot,lbissot@abcfoodmart.com,650-124-5234,SH_CLERK,$15.00,2023-11-10,15:15:00,23:15:00
130,Mozhe,Atkinson,matkinso@abcfoodmart.com,650-124-6234,SH_CLERK,$15.00,2023-10-15,19:21:00,03:21:00
131,James,Marlow,jamrlow@abcfoodmart.com,650-124-7234,SH_CLERK,$15.00,2023-02-20,13:39:00,21:39:00
132,TJ,Olson,tjolson@abcfoodmart.com,650-124-8234,SH_CLERK,$15.00,2023-03-31,05:20:00,13:20:00
133,Jason,Mallin,jmallin@abcfoodmart.com,650-127-1934,SH_CLERK,$15.00,2023-09-01,07:41:00,15:41:00
134,Michael,Rogers,mrogers@abcfoodmart.com,650-127-1834,SH_CLERK,$15.00,2023-06-06,05:12:00,13:12:00
135,Ki,Gee,kgee@abcfoodmart.com,650-127-1734,SH_CLERK,$15.00,2023-04-22,06:41:00,14:41:00
136,Hazel,Philtanker,hphiltan@abcfoodmart.com,650-127-1634,SH_CLERK,$15.00,2023-03-26,10:19:00,18:19:00
137,Renske,Ladwig,rladwig@abcfoodmart.com,650-121-1234,SH_CLERK,$15.00,2023-05-06,01:34:00,09:34:00
138,Stephen,Stiles,sstiles@abcfoodmart.com,650-121-2034,SH_CLERK,$15.00,2023-03-11,07:42:00,15:42:00
139,John,Seo,jseo@abcfoodmart.com,650-121-2019,SH_CLERK,$15.00,2023-10-05,11:32:00,19:32:00
140,Joshua,Patel,jpatel@abcfoodmart.com,650-121-1834,SH_CLERK,$15.00,2023-06-24,04:39:00,12:39:00
198,Donald,OConnell,doconnel@abcfoodmart.com,650-507-9833,SH_CLERK,$15.00,2023-02-05,21:34:00,05:34:00
199,Douglas,Grant,dgrant@abcfoodmart.com,650-507-9844,SH_CLERK,$15.00,2023-03-04,15:54:00,23:54:00
200,Jennifer,Whalen,jwhalen@abcfoodmart.com,515-123-4444,AD_ASST,$18.50,2023-11-04,05:36:00,13:36:00
201,Michael,Hartstein,mhartste@abcfoodmart.com,515-123-5555,MK_MAN,$25.00,2023-10-19,14:00:00,22:00:00
202,Pat,Fay,pfay@abcfoodmart.com,603-123-6666,MK_REP,$20.00,2023-03-23,15:54:00,23:54:00
203,Susan,Mavris,smavris@abcfoodmart.com,515-123-7777,HR_REP,$22.50,2023-01-06,17:17:00,01:17:00
204,Hermann,Baer,hbaer@abcfoodmart.com,515-123-8888,PR_REP,$21.00,2023-02-21,01:01:00,09:01:00
205,Shelley,Higgins,shiggins@abcfoodmart.com,515-123-8080,AC_MGR,$28.00,2023-04-30,17:49:00,01:49:00
206,William,Gietz,wgietz@abcfoodmart.com,515-123-8181,AC_ACCOUNT,$19.50,2023-06-02,01:40:00,09:40:00
100,Steven,King,sking@abcfoodmart.com,515-123-4567,AD_PRES,$35.00,2023-06-10,16:51:00,00:51:00
101,Neena,Kochhar,nkochhar@abcfoodmart.com,515-123-4568,AD_VP,$32.50,2023-05-11,19:35:00,03:35:00
102,Lex,De Haan,ldehaan@abcfoodmart.com,515-123-4569,AD_VP,$32.50,2023-04-09,13:37:00,21:37:00
103,Alexander,Hunold,ahunold@abcfoodmart.com,590-423-4567,IT_PROG,$24.00,2023-11-03,19:39:00,03:39:00
